Device_ID,Device_Type,Purchase_Date,Age,Manufacturer,Model,Country,Maintenance_Cost,Downtime,Maintenance_Frequency,Failure_Event_Count,Maintenance_Class,Maintenance_Report,Device_Age,Age_Category,Has_Failed,High_Maintenance
MD05270,Pet Scanner,2015-11-20,10,Scanpro,Model-100,Italy,13355.650454361226,8.860372161741692,2,1,2,Component recalibration after detecting circuit failure; functionality restored. moderate delay non-critical warning,10,viejo,1,1
MD03949,Pet Scanner,2021-06-25,4,Medequip,Model-100,Canada,1548.5430344461888,6.642199670202772,1,1,1,Routine check completed; overheating observed during diagnostics. log cleaned minor issue,4,medio,1,0
MD02481,Mri Scanner,2015-06-25,10,Cardiosync,Model-450,Canada,11008.952671007572,3.770133941602869,3,1,2,System performance degraded due to battery wear; mitigation via replacement. driver update non-critical warning,10,viejo,1,1
MD04116,Pet Scanner,2018-06-20,7,Cardiosync,Model-500,Uk,16259.353714413475,20.64730676237584,2,1,3,Component recalibration after detecting battery wear; functionality restored. critical failure system crash,7,medio,1,1
MD01208,Infusion Pump,2016-04-14,9,Scanpro,Model-650,Uk,7119.828504051252,4.7292439191502575,4,3,2,System performance degraded due to circuit failure; mitigation via system reset. reviewed logs component review,9,viejo,1,0
MD04478,Defibrillator,2023-02-21,2,Cardiosync,Model-300,France,5826.97518794452,3.752524944434413,3,2,1,sensor misalignment caused operational delay; software patch initiated. software reset minor issue,2,nuevo,1,0
MD03163,Defibrillator,2014-12-05,11,Scanpro,Model-600,Italy,2035.048545747254,6.724089775505479,1,0,1,circuit failure caused operational delay; inspection initiated. quick fix log file cleared,11,viejo,0,0
MD01773,Ct Scanner,2022-12-13,3,Medequip,Model-150,France,-1838.353828900905,0.9500676060033814,4,3,1,Routine check completed; overheating observed during diagnostics. log cleaned temporary glitch,3,nuevo,1,0
MD04730,Ct Scanner,2015-08-09,10,Imagingtech,Model-500,Italy,3277.1054394211824,9.511604782425469,3,2,1,System performance degraded due to software crash; mitigation via component upgrade. log cleaned routine reset,10,viejo,1,0
MD02725,X-Ray Machine,2017-04-25,8,Cardiosync,Model-350,Canada,4023.000153491989,6.644150338516385,5,1,3,Component component upgrade after detecting data lag; functionality restored. sensor replaced sensor replacement,8,viejo,1,0
MD00066,Pet Scanner,2014-10-28,11,Scanpro,Model-650,France,1092.168014835866,7.685365487197574,4,1,1,Routine check completed; circuit failure observed during diagnostics. quick fix system check passed,11,viejo,1,0
MD00691,Infusion Pump,2013-05-25,12,Imagingtech,Model-150,Italy,7400.945971856279,9.88675710124997,2,0,2,System performance degraded due to voltage spike; mitigation via system reset. component issue moderate delay,12,viejo,0,1
MD01116,Infusion Pump,2014-05-15,11,Medequip,Model-100,Canada,9059.227759491938,20.60006552601248,5,2,3,Routine check completed; battery wear observed during diagnostics. sensor replaced critical malfunction,11,viejo,1,1
MD04568,X-Ray Machine,2013-11-09,12,Ultramed,Model-550,Canada,12650.263961663888,14.04141519990533,2,0,2,Component inspection after detecting overheating; functionality restored. moderate delay component review,12,viejo,0,1
MD05337,Pet Scanner,2014-04-08,11,Scanpro,Model-650,Japan,3859.323687891527,10.531990206062574,1,5,1,System performance degraded due to software crash; mitigation via inspection. log cleaned quick fix,11,viejo,1,0
MD03442,X-Ray Machine,2018-05-26,7,Scanpro,Model-500,Italy,10385.379986216163,15.444942766419569,1,4,2,Component inspection after detecting circuit failure; functionality restored. reviewed logs non-critical warning,7,medio,1,1
MD01353,X-Ray Machine,2021-03-06,4,Imagingtech,Model-100,France,13746.23299735143,9.620987651394136,5,2,3,sensor misalignment caused operational delay; firmware update initiated. data loss critical malfunction,4,medio,1,1
MD02937,Mri Scanner,2021-02-15,4,Imagingtech,Model-650,Usa,5331.440424228087,5.985233765452032,5,4,1,Component recalibration after detecting data lag; functionality restored. software reset low priority fault,4,medio,1,0
MD02945,Pet Scanner,2021-10-24,4,Imagingtech,Model-200,Usa,6046.594164507476,9.561601179198687,1,2,2,Component system reset after detecting battery wear; functionality restored. driver update performance warning,4,medio,1,0
MD01126,Ct Scanner,2015-06-15,10,Scanpro,Model-500,Usa,25314.057166541857,20.088933155403712,2,2,3,Routine check completed; software crash observed during diagnostics. data loss high priority failure,10,viejo,1,1
MD05176,Ct Scanner,2022-01-24,3,Medequip,Model-400,Italy,1855.1432643130845,1.1196512019616134,4,0,1,software crash caused operational delay; system reset initiated. software reset quick fix,3,nuevo,0,0
MD03028,X-Ray Machine,2016-09-14,9,Cardiosync,Model-150,Usa,10223.279520986687,12.012967546672744,5,5,2,data lag caused operational delay; inspection initiated. reviewed logs component review,9,viejo,1,1
MD00959,Infusion Pump,2018-02-25,7,Imagingtech,Model-200,Italy,6099.466437572092,1.9243545312213155,3,1,1,sensor misalignment caused operational delay; recalibration initiated. minor issue temporary glitch,7,medio,1,0
MD01675,Mri Scanner,2022-12-24,3,Rescuetech,Model-650,Japan,6985.846531854088,1.3122254223234515,4,1,1,Component system reset after detecting software crash; functionality restored. software reset quick fix,3,nuevo,1,0
MD01921,X-Ray Machine,2014-07-07,11,Imagingtech,Model-150,Japan,6064.633858761849,2.5945588621745705,4,1,1,software crash caused operational delay; software patch initiated. minor issue temporary glitch,11,viejo,1,0
MD00887,X-Ray Machine,2023-08-05,2,Scanpro,Model-550,Canada,3868.348610733117,2.79537431509056,3,0,1,circuit failure caused operational delay; firmware update initiated. minor issue quick fix,2,nuevo,0,0
MD03710,Mri Scanner,2020-12-13,5,Scanpro,Model-300,Canada,7269.194175687582,5.935764693947984,4,3,2,data lag caused operational delay; recalibration initiated. moderate delay component review,5,medio,1,1
MD03241,Mri Scanner,2022-11-06,3,Medequip,Model-100,Italy,24390.54564185114,3.9374131765427673,1,3,3,Component component upgrade after detecting battery wear; functionality restored. critical failure high priority failure,3,nuevo,1,1
MD04062,Infusion Pump,2015-02-11,10,Medequip,Model-250,Uk,-1105.907095530372,7.563185976145363,4,2,1,Routine check completed; voltage spike observed during diagnostics. minor issue system check passed,10,viejo,1,0
MD01763,Pet Scanner,2020-10-08,5,Rescuetech,Model-500,France,6119.2081757392925,29.60500965031083,2,2,3,Routine check completed; battery wear observed during diagnostics. sensor replaced high priority failure,5,medio,1,0
MD00505,Infusion Pump,2021-06-14,4,Ultramed,Model-400,France,14360.086880101104,22.06774406971023,1,1,3,circuit failure caused operational delay; recalibration initiated. reboot failed hardware fault,4,medio,1,1
MD01305,Pet Scanner,2022-08-30,3,Medequip,Model-200,Usa,17178.681626962898,10.04888456384465,3,2,3,Routine check completed; abnormal sound observed during diagnostics. critical failure emergency shutdown,3,nuevo,1,1
MD00654,Mri Scanner,2018-10-24,7,Imagingtech,Model-650,Canada,9861.90434316903,11.239656758560386,4,3,1,Component component upgrade after detecting circuit failure; functionality restored. minor issue routine reset,7,medio,1,1
MD00790,X-Ray Machine,2022-09-04,3,Imagingtech,Model-300,Italy,3437.674050858082,4.50687925041905,2,2,1,Routine check completed; data lag observed during diagnostics. log cleaned quick fix,3,nuevo,1,0
MD04840,Infusion Pump,2019-09-24,6,Rescuetech,Model-200,Italy,6828.397167065727,7.140527869371425,3,1,1,overheating caused operational delay; recalibration initiated. minor issue system check passed,6,medio,1,0
MD01963,Infusion Pump,2022-10-20,3,Ultramed,Model-400,France,4367.314952379358,7.6891147371159185,5,3,2,battery wear caused operational delay; firmware update initiated. moderate delay moderate delay,3,nuevo,1,0
MD05120,Defibrillator,2023-08-01,2,Scanpro,Model-600,Italy,8209.28843725433,5.6990739505834895,4,2,1,Routine check completed; data lag observed during diagnostics. minor issue routine reset,2,nuevo,1,1
MD00272,Defibrillator,2023-04-18,2,Medequip,Model-400,Italy,20247.48835981527,11.472327945594609,3,4,3,abnormal sound caused operational delay; firmware update initiated. sensor replaced critical malfunction,2,nuevo,1,1
MD04202,X-Ray Machine,2021-07-09,4,Rescuetech,Model-100,Usa,4885.820332914153,7.870291436925288,4,2,1,Routine check completed; voltage spike observed during diagnostics. log cleaned system check passed,4,medio,1,0
MD02642,Infusion Pump,2013-08-23,12,Imagingtech,Model-250,Japan,25025.949255602525,13.827839617799595,5,7,3,Component inspection after detecting abnormal sound; functionality restored. sensor replaced critical failure,12,viejo,1,1
MD02653,Pet Scanner,2019-04-30,6,Medequip,Model-250,Uk,3432.975953367811,8.258345804738237,2,0,1,Routine check completed; overheating observed during diagnostics. minor issue quick fix,6,medio,0,0
MD04622,Defibrillator,2019-10-08,6,Scanpro,Model-300,Japan,5881.120623755288,9.964428945509038,2,1,2,Component replacement after detecting circuit failure; functionality restored. moderate delay driver update applied,6,medio,1,0
MD00863,Infusion Pump,2017-09-22,8,Scanpro,Model-450,France,8088.968345629712,5.6264085374382,2,0,1,software crash caused operational delay; system reset initiated. software reset minor issue,8,viejo,0,1
MD00522,Ct Scanner,2017-09-21,8,Rescuetech,Model-600,Uk,5396.443732003954,9.883528481459225,3,2,1,System performance degraded due to abnormal sound; mitigation via inspection. software reset minor issue,8,viejo,1,0
MD01317,Ct Scanner,2019-10-12,6,Cardiosync,Model-400,Uk,14768.340799289208,6.936081142495668,3,4,2,Component replacement after detecting overheating; functionality restored. reviewed logs moderate delay,6,medio,1,1
MD02170,Defibrillator,2013-11-24,12,Imagingtech,Model-650,Italy,9918.986943700384,2.852511101069231,3,3,2,battery wear caused operational delay; recalibration initiated. reviewed logs device required inspection,12,viejo,1,1
MD02275,X-Ray Machine,2017-04-05,8,Cardiosync,Model-600,Uk,12802.056841979576,22.90227403821744,3,3,3,Routine check completed; software crash observed during diagnostics. sensor replaced high priority failure,8,viejo,1,1
MD02633,Mri Scanner,2013-06-18,12,Ultramed,Model-600,Canada,827.8864179430172,2.0290354208931127,4,1,1,Routine check completed; data lag observed during diagnostics. log cleaned low priority fault,12,viejo,1,0
MD00225,Defibrillator,2021-10-25,4,Rescuetech,Model-650,Usa,1873.8200131826893,7.316015881381122,4,1,1,Component inspection after detecting voltage spike; functionality restored. software reset stable condition,4,medio,1,0
MD04224,Defibrillator,2022-05-22,3,Scanpro,Model-650,Usa,2994.320317344584,14.62262574813746,1,1,2,battery wear caused operational delay; component upgrade initiated. reviewed logs performance warning,3,nuevo,1,0
MD02326,X-Ray Machine,2017-11-24,8,Scanpro,Model-350,Japan,3654.300705629166,8.668550776339357,5,0,1,software crash caused operational delay; replacement initiated. software reset temporary glitch,8,viejo,0,0
MD02167,Infusion Pump,2022-09-26,3,Imagingtech,Model-550,France,5448.34580348988,5.366380017455096,4,0,1,System performance degraded due to overheating; mitigation via component upgrade. log cleaned stable condition,3,nuevo,0,0
MD03447,Pet Scanner,2020-07-12,5,Medequip,Model-450,Usa,2763.4411179519416,1.1772389978935731,3,2,1,System performance degraded due to sensor misalignment; mitigation via inspection. log cleaned temporary glitch,5,medio,1,0
MD04194,Ct Scanner,2018-07-22,7,Imagingtech,Model-500,Italy,385.5637453997359,8.867958135027862,1,3,1,Component component upgrade after detecting software crash; functionality restored. quick fix low priority fault,7,medio,1,0
MD02905,Ct Scanner,2018-12-17,7,Ultramed,Model-350,Japan,19337.681243991083,13.833512140582611,5,1,3,System performance degraded due to overheating; mitigation via component upgrade. sensor replaced critical malfunction,7,medio,1,1
MD01493,X-Ray Machine,2021-08-10,4,Scanpro,Model-650,Italy,10593.78420359698,2.48805850532324,3,1,2,Component firmware update after detecting voltage spike; functionality restored. reviewed logs component review,4,medio,1,1
MD03999,Mri Scanner,2014-01-16,11,Rescuetech,Model-300,Canada,17080.364725713665,4.786274741712049,2,3,3,System performance degraded due to overheating; mitigation via component upgrade. reboot failed critical failure,11,viejo,1,1
MD03761,Defibrillator,2024-01-22,1,Scanpro,Model-200,Usa,3337.507812775903,2.876592833339509,3,5,1,System performance degraded due to overheating; mitigation via component upgrade. minor issue log file cleared,1,nuevo,1,0
MD03109,Ct Scanner,2022-08-05,3,Scanpro,Model-150,Italy,6477.089275133052,5.300905345708944,4,4,1,System performance degraded due to sensor misalignment; mitigation via recalibration. minor issue system check passed,3,nuevo,1,0
MD00177,Infusion Pump,2019-05-11,6,Cardiosync,Model-600,Japan,3271.7630854695512,8.254239604390738,4,0,2,data lag caused operational delay; firmware update initiated. reviewed logs average severity report,6,medio,0,0
MD04879,Defibrillator,2022-10-02,3,Rescuetech,Model-400,Canada,18601.925965663915,17.947965740516523,3,2,3,Component replacement after detecting abnormal sound; functionality restored. data loss sensor replacement,3,nuevo,1,1
MD04321,Mri Scanner,2021-03-03,4,Rescuetech,Model-300,Canada,4612.033660996989,2.913236077411702,5,1,2,Component firmware update after detecting circuit failure; functionality restored. moderate delay device required inspection,4,medio,1,0
MD02314,Defibrillator,2018-05-14,7,Imagingtech,Model-500,France,14081.706800011463,5.241036079500542,2,5,3,Routine check completed; sensor misalignment observed during diagnostics. data loss hardware fault,7,medio,1,1
MD02951,Ct Scanner,2023-05-10,2,Ultramed,Model-650,France,15040.280213171824,28.50480046585987,5,1,3,System performance degraded due to voltage spike; mitigation via recalibration. critical failure emergency shutdown,2,nuevo,1,1
MD01274,Mri Scanner,2018-09-16,7,Scanpro,Model-250,Canada,5545.314867240058,2.491622792171715,3,1,1,System performance degraded due to voltage spike; mitigation via firmware update. minor issue routine reset,7,medio,1,0
MD02757,Mri Scanner,2023-08-04,2,Rescuetech,Model-450,Uk,5196.521645003558,4.492896837019022,4,2,2,Routine check completed; overheating observed during diagnostics. reviewed logs driver update applied,2,nuevo,1,0
MD04235,X-Ray Machine,2017-03-23,8,Scanpro,Model-550,Uk,584.4964806436207,6.014803401680343,2,2,1,software crash caused operational delay; software patch initiated. log cleaned minor issue,8,viejo,1,0
MD00734,X-Ray Machine,2018-09-12,7,Cardiosync,Model-550,Usa,13466.025528566746,6.2989965645261465,3,3,3,Component component upgrade after detecting circuit failure; functionality restored. sensor replaced system crash,7,medio,1,1
MD03790,Pet Scanner,2020-04-20,5,Ultramed,Model-300,France,10764.607955683632,10.82703125077978,1,2,2,System performance degraded due to circuit failure; mitigation via replacement. moderate delay component review,5,medio,1,1
MD03636,Ct Scanner,2024-03-27,1,Imagingtech,Model-500,Uk,6523.960613083053,16.108035050886283,4,1,2,overheating caused operational delay; replacement initiated. moderate delay moderate delay,1,nuevo,1,0
MD01943,X-Ray Machine,2019-12-05,6,Imagingtech,Model-550,Uk,4274.935565927233,16.830303649889967,1,2,2,Routine check completed; abnormal sound observed during diagnostics. driver update driver update applied,6,medio,1,0
MD00799,X-Ray Machine,2019-09-19,6,Cardiosync,Model-150,Italy,16951.307524379998,17.383919239486843,5,1,3,Routine check completed; overheating observed during diagnostics. sensor replaced emergency shutdown,6,medio,1,1
MD03118,Defibrillator,2021-12-04,4,Medequip,Model-500,Canada,3352.180377310747,5.428783718970689,1,3,1,overheating caused operational delay; replacement initiated. quick fix quick fix,4,medio,1,0
MD03989,Ct Scanner,2019-07-19,6,Rescuetech,Model-200,France,4203.99542930688,4.986313633336324,2,0,1,Routine check completed; battery wear observed during diagnostics. log cleaned temporary glitch,6,medio,0,0
MD02694,Ct Scanner,2013-11-18,12,Medequip,Model-500,Uk,2181.4474640448384,6.539787878534338,3,2,1,System performance degraded due to circuit failure; mitigation via recalibration. minor issue low priority fault,12,viejo,1,0
MD01698,Infusion Pump,2016-12-25,9,Imagingtech,Model-100,Japan,5418.843384006113,27.551244964215428,5,0,3,Routine check completed; data lag observed during diagnostics. data loss sensor replacement,9,viejo,0,0
MD03735,Pet Scanner,2015-02-22,10,Cardiosync,Model-400,Uk,12426.3441289712,15.154671001642884,4,2,3,software crash caused operational delay; inspection initiated. reboot failed sensor replacement,10,viejo,1,1
MD00013,Defibrillator,2023-08-27,2,Cardiosync,Model-350,Usa,13381.109811486018,12.855568192558874,5,1,2,voltage spike caused operational delay; system reset initiated. reviewed logs driver update applied,2,nuevo,1,1
MD01083,Defibrillator,2023-05-06,2,Scanpro,Model-350,Uk,10534.981424508427,7.046750819274544,3,1,3,System performance degraded due to sensor misalignment; mitigation via component upgrade. sensor replaced emergency shutdown,2,nuevo,1,1
MD01374,X-Ray Machine,2019-07-05,6,Imagingtech,Model-150,Uk,5107.4083608066885,3.7694942284188975,1,0,3,Component firmware update after detecting abnormal sound; functionality restored. critical failure high priority failure,6,medio,0,0
MD05291,Mri Scanner,2018-06-09,7,Cardiosync,Model-350,Canada,11226.856085986576,11.464832078689629,2,3,2,Routine check completed; abnormal sound observed during diagnostics. driver update device required inspection,7,medio,1,1
MD00333,Mri Scanner,2016-09-19,9,Imagingtech,Model-600,Canada,7616.322788536087,14.553161514238331,1,0,2,Routine check completed; data lag observed during diagnostics. driver update component review,9,viejo,0,1
MD01685,Infusion Pump,2015-09-12,10,Imagingtech,Model-300,France,4623.079333401145,2.8751162900998937,4,1,1,System performance degraded due to overheating; mitigation via component upgrade. minor issue log file cleared,10,viejo,1,0
MD04148,Defibrillator,2018-05-08,7,Scanpro,Model-650,Canada,15164.40676774987,20.32870828047384,3,0,3,System performance degraded due to voltage spike; mitigation via firmware update. reboot failed sensor replacement,7,medio,0,1
MD02637,Ct Scanner,2016-07-26,9,Cardiosync,Model-250,Uk,6307.885069043406,1.2154920800367912,2,2,1,Component recalibration after detecting voltage spike; functionality restored. log cleaned low priority fault,9,viejo,1,0
MD02035,Pet Scanner,2017-12-29,8,Imagingtech,Model-550,Usa,6940.121983093849,7.707489388262505,4,1,1,Routine check completed; voltage spike observed during diagnostics. minor issue temporary glitch,8,viejo,1,0
MD02148,Pet Scanner,2022-06-04,3,Medequip,Model-400,Usa,15175.87799679714,10.932762604618954,5,2,3,battery wear caused operational delay; system reset initiated. critical failure critical malfunction,3,nuevo,1,1
MD02630,Defibrillator,2020-09-25,5,Ultramed,Model-550,Uk,12178.760783286703,24.931640328939505,1,3,3,System performance degraded due to data lag; mitigation via inspection. reboot failed high priority failure,5,medio,1,1
MD04476,Defibrillator,2023-04-27,2,Ultramed,Model-300,Japan,27817.07076003279,4.223876141697351,3,5,3,Component replacement after detecting circuit failure; functionality restored. data loss emergency shutdown,2,nuevo,1,1
MD04899,Ct Scanner,2022-06-14,3,Ultramed,Model-250,Usa,25836.030917082146,25.575958753058146,5,2,3,voltage spike caused operational delay; firmware update initiated. reboot failed sensor replacement,3,nuevo,1,1
MD02708,Defibrillator,2019-07-28,6,Cardiosync,Model-200,Italy,8841.04447496688,13.407092377542089,5,4,2,System performance degraded due to data lag; mitigation via inspection. moderate delay driver update applied,6,medio,1,1
MD04487,Infusion Pump,2013-12-26,12,Cardiosync,Model-150,Italy,9299.868934047172,27.981393055785432,1,2,3,data lag caused operational delay; component upgrade initiated. sensor replaced emergency shutdown,12,viejo,1,1
MD05357,Mri Scanner,2015-09-25,10,Rescuetech,Model-350,Usa,15447.453475882132,15.027721774618092,1,4,3,Routine check completed; data lag observed during diagnostics. reboot failed high priority failure,10,viejo,1,1
MD01355,Defibrillator,2023-08-28,2,Scanpro,Model-300,France,7567.301292166805,8.880442619863839,1,1,3,sensor misalignment caused operational delay; replacement initiated. reboot failed high priority failure,2,nuevo,1,1
MD05145,Infusion Pump,2023-12-14,2,Imagingtech,Model-100,Uk,14070.464077847266,9.826975037733542,3,3,3,System performance degraded due to overheating; mitigation via software patch. data loss critical malfunction,2,nuevo,1,1
MD00678,Infusion Pump,2017-07-12,8,Scanpro,Model-350,Japan,8854.740835497692,15.666024947241295,4,2,3,Component software patch after detecting data lag; functionality restored. reboot failed urgent inspection needed,8,viejo,1,1
MD01366,X-Ray Machine,2019-06-14,6,Scanpro,Model-350,Canada,2589.1556170305525,5.557767488743512,5,1,1,Routine check completed; voltage spike observed during diagnostics. minor issue routine reset,6,medio,1,0
MD01429,X-Ray Machine,2021-06-03,4,Medequip,Model-350,Japan,7105.9046384178655,9.260285848012844,5,1,3,Routine check completed; voltage spike observed during diagnostics. sensor replaced hardware fault,4,medio,1,0
MD01588,Mri Scanner,2016-04-02,9,Imagingtech,Model-250,Uk,6643.739579173527,18.15011283696101,2,1,2,Component replacement after detecting voltage spike; functionality restored. reviewed logs performance warning,9,viejo,1,0
MD03547,Infusion Pump,2013-04-16,12,Rescuetech,Model-300,Canada,-763.5857407383947,12.282522733050095,3,4,2,software crash caused operational delay; firmware update initiated. reviewed logs device required inspection,12,viejo,1,0
MD04931,Mri Scanner,2023-12-26,2,Scanpro,Model-500,Japan,11583.062056053355,21.81267636824332,1,1,3,Routine check completed; software crash observed during diagnostics. critical failure sensor replacement,2,nuevo,1,1
MD01971,X-Ray Machine,2018-01-17,7,Cardiosync,Model-500,Italy,4881.692380495465,16.176616825377668,4,2,2,data lag caused operational delay; system reset initiated. driver update driver update applied,7,medio,1,0
MD04614,Mri Scanner,2013-08-29,12,Imagingtech,Model-200,Usa,4427.0699995000905,7.76669496635001,5,3,1,software crash caused operational delay; replacement initiated. minor issue system check passed,12,viejo,1,0
MD00682,Mri Scanner,2015-11-03,10,Scanpro,Model-200,Uk,18134.90840453617,20.90609066392921,1,1,3,System performance degraded due to data lag; mitigation via replacement. critical failure high priority failure,10,viejo,1,1
MD03708,Infusion Pump,2018-05-10,7,Ultramed,Model-550,France,1494.3888805303986,6.111540392640442,3,1,3,System performance degraded due to circuit failure; mitigation via replacement. data loss hardware fault,7,medio,1,0
MD00185,Infusion Pump,2019-01-15,6,Imagingtech,Model-500,France,13002.81088520324,13.9456563441531,4,4,2,software crash caused operational delay; recalibration initiated. moderate delay performance warning,6,medio,1,1
MD02734,Ct Scanner,2016-03-15,9,Cardiosync,Model-550,Italy,4973.851770938332,4.426436637610171,5,4,3,Component inspection after detecting data lag; functionality restored. data loss urgent inspection needed,9,viejo,1,0
MD03643,Pet Scanner,2016-02-28,9,Cardiosync,Model-100,Italy,8194.777500113341,22.170978365424364,3,2,3,Routine check completed; overheating observed during diagnostics. data loss system crash,9,viejo,1,1
MD04315,X-Ray Machine,2023-06-12,2,Rescuetech,Model-150,Japan,21745.460070542013,29.440679197759383,3,3,3,Component inspection after detecting sensor misalignment; functionality restored. sensor replaced critical malfunction,2,nuevo,1,1
MD00552,Defibrillator,2018-07-31,7,Imagingtech,Model-250,Canada,930.2242048759712,16.054149461908825,4,5,3,Routine check completed; battery wear observed during diagnostics. reboot failed high priority failure,7,medio,1,0
MD02640,Infusion Pump,2021-07-24,4,Rescuetech,Model-400,Italy,278.6945853951653,10.67480191131504,5,0,1,Routine check completed; overheating observed during diagnostics. software reset routine reset,4,medio,0,0
MD03910,Pet Scanner,2016-11-29,9,Scanpro,Model-300,Italy,4226.891199873124,7.694386405464271,2,1,1,System performance degraded due to battery wear; mitigation via system reset. quick fix temporary glitch,9,viejo,1,0
MD00381,Pet Scanner,2021-01-31,4,Rescuetech,Model-150,Japan,10228.806241758555,20.56472831271867,2,2,3,System performance degraded due to voltage spike; mitigation via component upgrade. critical failure urgent inspection needed,4,medio,1,1
MD01265,X-Ray Machine,2022-07-31,3,Ultramed,Model-550,Usa,1295.141350769481,10.961432895925682,1,2,1,System performance degraded due to battery wear; mitigation via software patch. quick fix quick fix,3,nuevo,1,0
MD02887,X-Ray Machine,2018-05-04,7,Scanpro,Model-150,Japan,7795.94617275476,6.977124886104587,1,2,1,data lag caused operational delay; system reset initiated. software reset low priority fault,7,medio,1,1
MD01325,Ct Scanner,2021-08-05,4,Rescuetech,Model-400,Japan,16224.214108528098,6.77330793315528,5,0,3,abnormal sound caused operational delay; firmware update initiated. sensor replaced hardware fault,4,medio,0,1
MD03738,Pet Scanner,2021-07-31,4,Scanpro,Model-350,Canada,14015.828072102888,9.332629812942669,2,1,3,System performance degraded due to overheating; mitigation via firmware update. sensor replaced critical malfunction,4,medio,1,1
MD03035,Defibrillator,2014-09-06,11,Scanpro,Model-100,Canada,2811.704848980086,8.686050391523677,2,3,2,data lag caused operational delay; component upgrade initiated. component issue device required inspection,11,viejo,1,0
MD01139,X-Ray Machine,2014-02-10,11,Medequip,Model-400,France,2105.39571494294,3.174187880734676,4,3,2,Component inspection after detecting circuit failure; functionality restored. driver update moderate delay,11,viejo,1,0
MD04469,Pet Scanner,2017-12-03,8,Imagingtech,Model-300,Canada,19789.956707206296,26.166626325445392,5,0,3,Component recalibration after detecting data lag; functionality restored. data loss urgent inspection needed,8,viejo,0,1
MD02742,Pet Scanner,2016-02-01,9,Ultramed,Model-200,Uk,5386.394980947231,2.021811167052387,2,0,1,Routine check completed; software crash observed during diagnostics. log cleaned low priority fault,9,viejo,0,0
MD02989,Defibrillator,2014-06-11,11,Cardiosync,Model-300,Canada,3798.500418346888,1.986530048165516,3,0,1,System performance degraded due to abnormal sound; mitigation via inspection. log cleaned system check passed,11,viejo,0,0
MD05334,X-Ray Machine,2014-12-25,11,Medequip,Model-350,Canada,11872.41307571248,8.919076199836086,3,4,3,circuit failure caused operational delay; system reset initiated. reboot failed hardware fault,11,viejo,1,1
MD01825,Infusion Pump,2016-12-31,9,Medequip,Model-150,Japan,16573.984523804913,4.04793167835603,1,4,2,Routine check completed; voltage spike observed during diagnostics. driver update component review,9,viejo,1,1
MD04778,Pet Scanner,2020-09-07,5,Medequip,Model-450,Japan,5123.55625088318,8.896299901769446,3,5,1,Component component upgrade after detecting abnormal sound; functionality restored. software reset routine reset,5,medio,1,0
MD00921,Defibrillator,2021-06-03,4,Ultramed,Model-200,Japan,9120.430413974613,11.560256927869313,2,3,2,data lag caused operational delay; system reset initiated. moderate delay component review,4,medio,1,1
MD04452,X-Ray Machine,2020-07-30,5,Imagingtech,Model-150,France,10784.164015814764,15.64591722379354,2,1,2,voltage spike caused operational delay; inspection initiated. moderate delay average severity report,5,medio,1,1
MD04124,Defibrillator,2014-03-16,11,Cardiosync,Model-350,Usa,14675.68065353996,18.78991342884867,5,2,3,Routine check completed; battery wear observed during diagnostics. critical failure urgent inspection needed,11,viejo,1,1
MD04041,Ct Scanner,2020-03-06,5,Cardiosync,Model-250,Italy,8873.523962653666,7.765640927977487,5,2,2,Component replacement after detecting voltage spike; functionality restored. reviewed logs driver update applied,5,medio,1,1
MD01461,Infusion Pump,2018-02-07,7,Medequip,Model-650,Italy,6677.187515905036,10.83497272144634,2,2,1,Routine check completed; battery wear observed during diagnostics. quick fix quick fix,7,medio,1,0
MD04770,Defibrillator,2016-09-21,9,Medequip,Model-650,Usa,7624.367950070214,14.756631311548809,3,1,2,Routine check completed; abnormal sound observed during diagnostics. component issue component review,9,viejo,1,1
MD03700,Defibrillator,2014-05-16,11,Medequip,Model-400,Usa,3553.426064008904,3.521468474000416,4,1,1,Routine check completed; voltage spike observed during diagnostics. minor issue quick fix,11,viejo,1,0
MD04163,Defibrillator,2023-08-11,2,Imagingtech,Model-350,Uk,2466.118763569624,11.077498502020626,2,1,2,Routine check completed; circuit failure observed during diagnostics. reviewed logs average severity report,2,nuevo,1,0
MD02150,Defibrillator,2016-11-29,9,Imagingtech,Model-400,Italy,23473.24854320233,9.619950506470357,4,0,3,Routine check completed; battery wear observed during diagnostics. critical failure system crash,9,viejo,0,1
MD01630,Pet Scanner,2016-11-27,9,Imagingtech,Model-650,Canada,4487.889292521399,15.817976184696333,5,1,2,circuit failure caused operational delay; inspection initiated. moderate delay average severity report,9,viejo,1,0
MD00021,X-Ray Machine,2013-10-20,12,Ultramed,Model-250,France,1798.9426128209348,8.264164930471754,3,2,1,data lag caused operational delay; replacement initiated. minor issue log file cleared,12,viejo,1,0
MD00422,X-Ray Machine,2022-01-28,3,Scanpro,Model-650,Italy,6290.265008729614,4.431644698444234,4,2,1,System performance degraded due to voltage spike; mitigation via inspection. minor issue routine reset,3,nuevo,1,0
MD03845,Pet Scanner,2022-04-16,3,Imagingtech,Model-550,Italy,6409.769283586945,2.023018069315305,2,5,1,Component recalibration after detecting software crash; functionality restored. quick fix stable condition,3,nuevo,1,0
